"Y","X","numRealSurveysInCell"
412,441,1
413,405,1
416,406,1
417,424,1
417,432,1
417,439,1
420,405,1
422,414,1
423,401,1
424,405,1
425,394,1
426,397,1
427,412,1
427,504,1
429,413,1
432,509,1
434,415,1
434,498,1
434,502,1
435,418,1
435,518,1
437,496,1
437,506,1
438,513,1
438,523,1
439,418,1
439,420,1
440,505,1
441,507,1
441,522,1
442,472,1
443,466,1
444,420,1
444,463,1
444,476,1
444,511,1
445,510,1
447,470,1
447,517,1
448,505,1
449,464,1
449,475,1
449,480,1
451,397,1
451,485,1
451,490,1
451,497,1
452,505,1
452,513,1
453,400,1
453,479,1
454,467,1
456,393,1
456,473,1
456,484,1
457,494,1
459,489,1
461,398,1
462,474,1
468,476,1
469,394,1
475,474,1
479,393,1
481,471,1
