"Y","X","numRealSurveysInCell"
138,165,1
138,185,1
138,204,1
143,198,1
147,207,1
148,163,1
149,219,1
152,170,1
156,159,1
160,171,1
168,161,1
172,169,1
172,176,1
178,156,1
178,166,1
179,224,1
180,158,1
185,221,1
186,156,1
190,159,1
194,220,1
195,162,1
201,226,1
202,164,1
206,189,1
208,230,1
209,166,1
210,196,1
210,209,1
211,219,1
219,196,1
223,224,1
226,198,1
228,216,1
236,201,1
236,208,1
236,236,1
240,235,1
240,236,1
241,232,1
242,230,1
242,232,1
242,238,1
246,234,1
247,233,1
251,234,1
252,236,1
252,238,1
