"Y","X","numRealSurveysInCell"
411,143,1
411,179,1
411,207,1
413,188,1
413,197,1
414,134,1
414,211,1
415,141,1
421,137,1
423,256,1
426,214,1
426,228,1
427,132,1
430,219,1
431,221,1
436,217,1
441,216,1
441,227,1
442,222,1
445,238,1
446,192,1
446,205,1
446,209,1
447,207,1
448,216,1
451,222,1
453,209,1
454,212,1
483,192,1
487,203,1
494,194,1
499,199,1
500,200,1
502,196,1
504,207,1
506,191,1
506,234,1
507,211,1
511,219,1
512,225,1
513,225,1
514,225,1
515,230,1
518,222,1
519,223,1
519,229,1
523,225,1
537,246,1
538,251,1
542,253,1
545,257,1
