"Y","X","numRealSurveysInCell"
273,302,1
273,342,1
274,304,1
277,304,1
277,359,1
278,290,1
278,387,1
279,296,1
279,300,1
282,285,1
284,377,1
286,286,1
286,333,1
286,337,1
287,291,1
288,345,1
289,326,1
290,280,1
290,291,1
291,285,1
291,296,1
291,303,1
291,318,1
292,339,1
293,274,1
293,319,1
295,265,1
299,296,1
299,297,1
301,307,1
301,385,1
302,303,1
305,264,1
305,337,1
306,389,1
307,268,1
307,376,1
309,272,1
310,390,1
311,385,1
311,392,1
317,370,1
322,377,1
324,342,1
325,371,1
329,344,1
335,346,1
337,326,1
342,338,1
346,345,1
346,370,1
348,344,1
348,364,1
349,354,1
351,374,1
355,379,1
362,382,1
365,386,1
370,384,1
370,385,1
370,386,1
373,380,1
373,381,1
375,381,1
385,350,1
391,332,1
392,350,1
394,336,1
395,328,1
398,322,1
398,337,1
398,351,1
401,356,1
401,371,1
402,320,1
403,331,1
403,344,1
404,337,1
404,354,1
404,362,1
405,369,1
406,324,1
409,354,2
