"Y","X","numRealSurveysInCell"
273,530,1
275,527,1
275,534,1
278,526,1
279,623,1
279,624,2
282,550,1
283,528,1
283,529,1
283,551,1
285,622,1
285,623,1
290,525,1
290,527,1
291,605,1
295,530,1
295,547,1
300,526,1
301,527,1
301,544,1
321,535,1
326,527,1
326,533,1
330,539,1
331,525,1
331,529,1
333,542,1
333,547,1
334,536,1
338,540,1
339,531,1
340,525,1
341,539,1
341,552,1
346,529,1
346,544,1
347,553,1
349,536,1
353,550,1
353,566,1
354,532,1
354,544,1
356,527,1
357,528,1
357,534,1
357,564,1
357,568,1
358,533,1
358,539,1
359,545,1
360,549,1
360,557,1
360,562,1
360,564,1
361,528,1
361,537,1
361,558,1
361,562,1
362,534,1
362,549,1
363,553,1
363,556,1
364,579,1
365,565,1
365,572,1
365,573,1
365,574,1
365,576,1
365,578,1
366,553,1
366,558,1
366,573,1
366,578,1
367,572,1
367,579,1
368,565,1
368,580,2
369,552,1
369,580,1
370,556,1
370,571,1
371,558,1
371,568,1
372,567,1
374,552,1
374,560,1
375,562,1
375,564,1
376,560,1
378,560,1
378,563,1
379,550,1
379,555,1
385,554,1
387,537,1
387,545,1
387,558,1
388,541,1
389,547,1
390,537,1
391,542,1
392,564,1
393,553,1
393,560,2
394,573,1
395,567,1
395,572,1
395,577,1
396,544,1
396,553,1
397,531,1
397,539,1
397,570,1
397,571,1
398,527,1
398,558,1
399,558,1
399,568,1
399,577,1
400,526,1
401,558,1
403,560,1
403,578,1
403,579,1
405,524,1
405,526,1
405,557,1
405,578,1
405,579,1
406,545,1
406,554,1
406,561,1
406,568,1
406,569,1
406,576,1
406,577,1
407,536,1
408,567,1
408,571,1
409,541,1
409,566,1
