"Y","X","numRealSurveysInCell"
66,207,1
68,257,1
69,261,1
70,252,1
70,253,1
72,175,1
72,202,1
74,239,1
75,174,1
75,183,1
75,245,1
76,168,1
76,197,1
77,190,1
78,203,1
78,251,1
79,164,1
79,216,1
80,178,1
81,171,1
82,189,1
83,162,2
83,204,1
84,165,1
85,209,1
85,253,1
86,170,1
87,174,1
87,180,1
87,192,1
90,166,1
90,249,1
91,170,1
91,200,1
92,197,1
93,172,1
93,176,1
94,193,1
95,191,1
95,207,1
96,167,1
96,176,1
97,185,1
98,174,1
98,246,1
99,195,1
101,205,1
102,241,1
103,260,1
104,205,1
105,168,1
105,198,1
106,257,1
111,167,1
112,239,1
112,254,1
115,236,1
116,260,1
117,253,1
118,229,1
123,235,1
130,162,1
134,168,1
135,176,1
