"Y","X","numRealSurveysInCell"
413,330,1
414,339,1
414,347,1
416,301,1
416,343,1
419,353,2
420,358,1
421,294,1
421,365,1
423,324,1
424,291,1
424,376,1
426,370,1
427,372,1
428,329,1
428,354,1
429,334,1
430,392,1
433,367,1
434,355,1
435,390,1
436,361,1
438,361,1
438,366,1
439,374,1
443,373,1
444,391,1
445,352,1
445,357,1
447,384,1
448,332,1
448,374,1
449,378,1
450,359,1
452,354,1
455,342,1
455,359,1
457,364,1
459,378,1
459,383,1
467,331,1
467,385,1
472,329,1
473,321,1
473,332,1
473,391,1
475,325,1
475,330,1
476,315,1
477,392,1
479,299,1
480,312,1
481,389,1
482,330,1
483,290,1
484,280,1
484,305,1
487,359,1
489,328,1
495,322,1
495,350,1
