"Y","X","numRealSurveysInCell"
410,433,1
411,470,1
413,400,1
416,474,1
417,432,1
419,432,1
419,484,1
419,505,1
422,404,1
424,399,1
424,503,1
425,405,1
426,398,1
426,480,1
427,462,1
427,485,1
428,407,1
428,471,1
428,501,1
430,393,1
430,479,1
431,467,1
432,466,1
432,483,1
432,495,1
433,411,1
434,415,1
434,503,1
435,395,1
435,415,1
436,470,1
436,472,1
436,495,1
437,485,1
439,469,1
440,418,1
440,420,1
440,458,1
440,496,1
441,452,1
441,472,1
441,504,1
441,522,1
442,419,1
442,470,1
442,515,1
443,462,1
443,518,1
444,460,1
445,474,1
446,496,1
447,460,1
447,467,1
447,470,1
448,505,1
448,522,1
449,471,1
450,473,1
451,475,1
451,482,1
451,499,1
452,494,1
453,470,1
453,472,1
454,505,1
455,508,1
456,501,1
456,504,1
457,468,1
458,474,1
458,476,1
458,480,1
459,501,1
463,477,1
472,493,1
476,398,1
476,404,1
477,407,1
482,397,1
