"Y","X","numRealSurveysInCell"
273,343,1
275,305,1
276,376,1
276,386,1
279,278,1
280,375,1
280,392,1
281,300,1
283,274,1
288,270,1
289,297,1
292,267,1
300,269,1
305,262,1
307,269,1
321,301,1
323,349,1
324,301,1
324,344,1
326,309,1
333,358,1
335,316,1
338,362,1
340,355,1
341,391,1
345,374,1
347,367,1
349,352,1
349,359,1
349,379,1
352,375,1
355,348,1
358,376,1
359,382,1
362,321,1
364,296,1
368,340,1
387,372,1
392,368,1
394,356,1
394,374,1
396,263,1
396,316,1
396,354,1
397,365,1
399,266,1
400,352,1
401,318,1
403,334,1
404,341,1
405,326,1
405,370,1
406,276,1
407,283,1
409,270,1
