"Y","X","numRealSurveysInCell"
293,221,1
295,222,1
295,225,1
295,226,1
297,222,1
297,227,1
297,230,1
299,226,1
300,218,1
300,219,1
300,261,1
302,254,1
304,254,1
304,255,1
305,248,1
305,249,1
306,218,1
306,232,1
306,258,1
307,218,1
307,236,1
307,251,1
310,213,1
310,220,1
310,229,1
310,237,1
311,225,1
311,229,1
312,255,1
314,210,1
315,250,1
317,198,1
317,201,1
317,206,1
320,196,1
320,217,1
320,246,1
322,220,1
323,202,1
326,235,1
327,208,1
328,215,1
329,215,1
329,227,1
334,219,1
338,212,1
338,213,1
340,209,1
343,222,1
346,211,1
347,226,1
352,209,1
359,209,1
362,209,1
367,208,1
372,173,1
375,181,1
380,181,1
383,189,1
391,225,1
392,151,1
396,224,1
398,164,1
402,142,1
402,222,1
403,173,1
406,146,1
407,153,1
407,219,1
408,142,1
