"Y","X","numRealSurveysInCell"
273,408,1
276,467,1
279,395,1
280,401,1
282,519,1
285,401,1
295,404,1
298,521,1
299,515,1
300,395,1
300,408,1
303,400,1
305,405,1
306,412,1
309,406,1
310,396,1
314,397,1
315,401,1
341,406,1
349,502,1
351,422,1
351,450,1
351,508,1
353,492,1
354,478,1
355,509,1
357,486,1
357,516,1
360,450,1
361,494,1
361,516,1
363,462,1
363,502,1
363,511,1
366,500,1
367,494,1
367,506,1
367,512,1
368,448,1
369,433,1
369,480,1
369,488,1
369,500,1
371,414,1
373,478,1
375,471,1
377,442,1
377,484,1
383,438,1
383,458,1
383,480,1
383,510,1
384,430,1
384,458,1
384,480,1
384,503,1
387,432,1
389,466,1
389,478,1
391,428,1
393,422,1
393,430,1
393,476,1
393,480,1
395,398,1
395,466,1
396,447,1
397,458,1
397,468,1
398,476,1
399,424,1
399,445,1
399,472,1
399,474,1
403,398,1
403,428,1
403,441,1
407,407,1
408,450,1
