"Y","X","numRealSurveysInCell"
142,404,1
148,404,1
152,460,1
153,407,1
153,519,1
155,415,1
157,514,1
158,401,1
160,424,1
160,510,1
161,438,1
163,394,1
165,451,1
168,459,1
169,425,1
172,437,1
173,413,1
174,446,1
175,486,1
176,423,1
178,493,1
179,480,1
180,401,1
180,490,1
180,500,1
183,492,1
186,499,1
188,479,1
193,492,1
195,489,1
197,399,1
197,403,1
199,395,1
200,513,1
203,405,1
204,492,1
205,488,1
205,515,1
206,511,1
208,508,1
209,394,1
209,498,1
209,504,1
211,502,1
212,407,1
223,522,1
225,519,1
226,410,1
229,405,1
232,419,1
235,395,1
236,418,1
237,411,1
237,425,1
239,394,1
241,398,1
243,403,1
243,430,1
243,483,1
243,491,1
247,408,1
247,477,1
251,492,1
254,473,1
255,511,1
256,427,1
257,406,1
258,401,1
258,475,1
258,491,1
258,504,1
260,428,1
260,435,1
260,466,1
261,440,1
262,444,1
263,401,1
263,469,1
264,499,1
265,509,1
266,444,1
266,490,1
268,421,1
269,436,1
269,445,1
270,512,1
271,411,1
272,400,1
272,440,1
272,470,1
272,475,1
