"Y","X","numRealSurveysInCell"
273,517,1
274,451,1
274,490,1
275,435,1
276,509,1
277,480,1
278,457,1
279,470,1
280,433,1
281,518,1
281,521,1
282,446,1
282,488,1
282,489,1
282,497,1
282,501,1
282,509,1
283,423,1
284,433,1
284,460,1
284,472,1
284,482,1
285,471,1
285,504,1
287,492,1
288,448,1
288,462,1
289,422,1
289,425,1
289,432,1
289,435,1
289,455,1
289,461,1
289,495,1
290,488,1
291,456,1
291,479,1
292,443,1
293,502,1
294,432,1
295,420,1
296,438,1
297,484,1
298,393,1
298,429,1
299,402,1
299,513,1
299,520,1
300,433,1
300,492,1
300,499,1
302,410,1
303,400,1
303,422,1
304,430,1
306,412,1
306,447,1
307,495,1
308,408,1
309,396,1
310,404,1
311,398,1
313,451,1
314,475,1
315,398,1
316,401,1
318,469,1
318,482,1
318,523,1
321,464,1
322,458,1
324,457,1
324,472,1
326,481,1
327,451,1
328,520,1
329,463,1
330,453,1
330,472,1
330,484,1
330,489,1
331,492,1
331,516,1
332,519,1
334,442,1
336,459,1
336,478,1
336,520,1
339,440,1
345,517,1
347,500,1
352,498,1
352,519,1
353,493,1
354,483,1
354,505,1
355,509,1
356,515,1
357,488,1
359,522,1
360,509,1
361,496,1
363,503,1
364,510,1
366,501,1
367,423,1
367,495,1
367,510,1
369,489,1
371,424,1
373,499,1
373,503,1
375,425,1
380,438,1
381,425,1
385,401,1
387,405,1
388,400,1
389,431,1
391,400,1
393,426,1
393,430,1
393,449,1
394,435,1
395,443,1
396,398,1
396,431,1
396,447,1
397,451,1
402,395,1
403,436,1
403,474,1
405,472,1
406,394,1
409,397,1
409,437,1
