"Y","X","numRealSurveysInCell"
275,459,1
276,448,1
277,439,1
277,503,1
279,429,1
281,481,1
281,518,1
282,502,1
282,509,1
283,423,1
283,443,1
283,502,1
283,509,1
285,432,1
285,456,1
285,464,1
287,447,1
288,421,1
288,485,1
289,427,1
290,435,1
290,492,1
291,404,1
291,432,1
291,456,1
292,422,1
292,479,1
292,502,1
294,400,1
295,431,1
296,394,1
296,438,1
297,457,1
297,506,1
298,410,1
298,522,1
299,448,1
299,505,1
300,403,1
300,493,1
300,501,1
300,515,1
301,426,1
301,514,1
302,412,1
304,419,1
305,498,1
306,487,1
307,397,1
307,410,1
309,393,1
309,402,1
309,406,1
311,414,1
312,401,1
313,406,1
313,473,1
313,487,1
313,490,1
314,469,1
315,508,1
316,397,1
316,401,1
316,513,1
318,517,1
319,394,1
321,487,1
322,507,1
323,523,1
324,512,1
329,485,1
329,507,1
330,464,1
331,473,1
333,457,1
333,514,1
336,478,1
342,522,1
346,523,1
349,503,1
350,499,1
350,508,1
351,450,1
351,496,1
353,481,1
353,493,1
354,474,1
354,479,1
354,491,1
354,503,1
354,509,1
356,487,1
356,517,1
357,397,1
358,490,1
359,458,1
359,511,1
360,450,1
360,516,1
361,494,1
361,505,1
362,510,1
362,511,1
362,521,1
363,497,1
363,502,1
363,514,1
366,500,1
366,503,1
367,494,1
367,507,1
367,511,1
367,512,1
368,433,1
368,448,1
368,500,1
369,489,1
370,449,1
372,400,1
373,410,1
373,412,1
373,430,1
373,503,1
375,411,1
375,503,1
377,442,1
378,418,1
380,425,1
382,415,1
382,431,1
382,438,1
386,400,1
386,418,1
386,432,1
387,405,1
389,417,1
391,401,1
391,428,1
393,406,1
393,422,1
393,430,1
393,476,1
393,483,1
394,398,1
394,436,1
395,443,1
396,447,1
398,424,1
398,433,1
398,445,1
399,516,1
400,522,1
401,410,1
401,445,1
401,470,1
402,428,1
403,399,1
403,441,1
405,437,1
405,462,1
405,497,1
405,517,1
406,407,1
406,443,1
407,426,1
408,431,1
409,517,1
409,521,1
