"Y","X","numRealSurveysInCell"
142,404,1
142,422,1
148,406,1
156,404,1
157,423,1
161,398,1
165,426,1
170,402,1
173,407,1
176,408,1
178,398,1
184,407,1
184,413,1
191,407,1
192,393,1
197,399,1
204,414,1
206,403,1
209,406,1
211,410,1
217,416,1
219,421,1
226,510,1
230,508,1
231,433,2
232,404,1
236,422,1
237,403,1
239,483,1
240,417,1
242,402,1
242,406,1
243,482,1
243,491,1
243,499,1
245,487,1
246,412,1
246,501,1
247,417,1
249,475,1
252,485,1
252,493,1
253,406,1
256,471,1
258,480,1
259,491,1
260,466,1
260,486,1
261,409,1
264,490,1
271,499,1
