"Y","X","numRealSurveysInCell"
280,444,1
283,414,1
284,442,1
285,418,1
285,464,1
286,472,1
286,474,1
287,448,1
289,422,1
289,520,1
290,435,1
290,438,1
292,424,1
294,485,1
295,432,1
296,451,1
299,430,1
300,492,1
300,499,1
303,422,1
304,416,1
305,483,1
312,511,1
315,474,1
322,513,1
323,513,1
325,476,1
325,479,1
328,520,1
329,513,1
334,505,1
342,522,1
348,519,1
351,498,1
351,518,1
353,493,1
354,484,1
354,504,1
358,490,1
359,507,1
359,511,1
361,495,1
370,502,1
375,503,1
377,509,1
381,503,1
384,513,1
384,521,1
385,479,1
385,507,1
385,509,1
395,426,1
403,440,1
405,413,1
409,398,1
