"Y","X","numRealSurveysInCell"
278,387,1
282,337,1
285,350,1
288,269,1
289,392,1
290,279,1
291,264,1
294,274,1
294,314,1
295,265,1
296,281,1
300,269,1
301,307,1
302,389,1
305,265,1
306,262,1
306,379,1
308,322,1
310,372,1
311,385,1
313,316,1
313,326,1
315,333,1
317,379,1
319,391,1
322,366,1
323,348,2
324,266,1
324,373,1
325,365,1
329,354,1
345,341,1
348,372,1
349,355,2
354,348,1
355,378,1
355,379,1
364,349,1
377,356,1
384,356,2
390,368,1
395,337,1
397,316,1
397,354,1
398,365,1
400,356,1
400,371,1
402,320,1
402,357,1
404,342,1
405,336,1
