"Y","X","numRealSurveysInCell"
136,404,1
146,400,1
146,458,1
148,405,1
149,451,1
154,414,1
154,439,1
155,457,1
157,421,1
162,455,1
170,429,1
171,451,1
172,436,1
174,411,1
174,445,1
181,405,1
184,407,1
193,405,1
193,406,1
200,406,1
206,403,1
212,406,1
222,406,1
229,404,1
240,404,1
241,405,1
242,488,1
244,500,1
245,410,1
245,487,1
247,501,1
249,436,2
250,417,1
250,425,1
251,440,1
252,486,1
253,393,1
257,407,1
259,486,1
262,400,1
262,460,1
265,455,1
265,490,1
265,494,1
266,437,1
267,415,1
269,395,1
270,452,1
270,490,1
