"Y","X","numRealSurveysInCell"
410,370,1
411,274,1
413,289,1
413,321,1
414,375,1
416,301,1
417,346,1
418,368,1
419,390,1
420,337,1
420,359,1
420,377,1
420,388,1
421,330,1
422,345,1
422,354,1
422,355,1
423,295,1
423,324,1
424,287,1
424,301,1
424,357,1
424,367,1
425,348,1
427,290,1
427,378,1
429,372,1
431,354,1
432,368,1
433,357,1
436,390,1
437,360,1
437,370,1
442,360,1
442,364,2
444,363,1
444,384,1
448,363,1
448,364,1
451,375,2
452,354,1
452,367,2
453,354,4
454,367,1
456,388,1
457,354,1
458,368,1
477,353,1
481,351,2
483,338,1
484,357,1
486,341,1
486,344,1
486,359,9
488,357,1
493,359,1
506,265,1
507,269,1
511,263,1
514,277,1
519,265,1
520,279,1
524,264,1
526,277,1
528,265,1
531,275,1
540,263,1
