"Y","X","numRealSurveysInCell"
62,255,1
66,207,1
67,259,1
70,253,1
74,176,1
74,204,1
76,198,2
76,241,2
76,253,1
77,190,1
78,173,1
78,246,1
79,179,1
79,189,2
80,168,1
80,231,1
82,183,1
82,240,1
83,169,1
84,173,1
85,168,1
85,184,1
85,253,1
87,191,1
87,205,1
88,251,1
90,166,1
90,179,2
91,167,1
91,199,2
97,166,1
97,202,1
97,254,1
98,170,1
98,189,1
99,168,1
99,177,2
101,166,1
101,191,1
101,205,1
101,258,1
102,241,1
105,200,1
105,208,1
106,257,1
109,214,1
110,197,1
111,193,1
112,238,1
113,236,1
113,253,1
114,204,1
116,230,1
118,207,1
129,261,1
130,204,1
133,172,1
