"Y","X","numRealSurveysInCell"
273,384,1
278,288,1
278,378,1
279,294,1
279,302,1
280,338,1
281,275,1
281,299,1
283,355,1
284,360,1
285,293,1
285,371,1
286,334,1
287,268,1
287,300,1
287,327,1
288,346,1
290,338,1
291,295,1
292,274,1
296,282,1
298,262,1
300,296,2
301,303,1
302,269,1
302,303,1
311,386,1
312,264,1
316,301,1
316,379,1
317,289,1
317,298,1
318,294,1
322,303,1
323,265,1
324,336,1
324,342,1
324,374,1
325,317,1
325,354,1
326,367,1
327,321,1
330,262,1
332,358,1
336,269,1
338,362,1
341,352,1
341,391,1
345,378,1
346,345,1
346,371,1
348,380,1
349,352,1
349,360,1
351,380,1
358,381,1
363,370,1
365,276,1
371,349,1
374,359,1
377,276,1
392,369,1
393,264,1
393,366,1
395,337,1
395,353,1
396,269,1
397,339,1
398,372,1
402,277,1
402,356,1
403,336,1
403,338,1
404,267,1
404,330,1
404,342,1
404,371,1
407,332,1
407,354,1
