"Y","X","numRealSurveysInCell"
288,258,1
289,260,1
292,225,1
292,261,1
293,221,1
295,222,1
295,227,1
297,227,1
297,229,1
298,219,1
298,223,1
298,228,1
298,231,1
300,219,1
300,222,1
303,232,1
304,257,1
306,217,1
306,251,1
307,214,1
309,212,1
310,257,1
314,209,1
315,256,1
323,215,1
323,251,1
325,238,1
326,232,1
327,209,1
327,228,1
331,220,1
332,204,1
332,213,1
334,198,1
334,224,1
336,205,1
340,189,1
342,197,1
346,211,1
351,200,1
352,210,1
357,206,1
365,209,1
371,202,1
375,158,1
375,168,1
377,152,1
379,162,1
381,133,1
383,189,1
384,154,1
390,154,1
390,156,1
391,135,1
395,147,1
396,159,1
398,140,1
402,173,1
