"Y","X","numRealSurveysInCell"
277,387,1
279,377,1
282,286,1
284,279,1
284,355,1
284,371,1
287,292,1
291,277,1
294,268,1
297,297,1
308,297,1
310,264,1
312,276,1
313,315,1
314,331,1
316,327,1
317,286,1
318,301,1
318,335,1
321,266,1
323,350,1
324,338,1
326,309,1
326,321,1
328,354,1
333,345,1
337,330,1
342,346,1
344,340,1
344,392,1
347,367,1
348,348,1
349,355,1
371,349,1
378,346,1
378,351,1
388,352,1
388,376,1
392,271,1
393,263,1
394,374,1
398,270,1
400,352,1
400,391,1
402,277,1
403,351,1
404,267,1
404,371,1
408,284,1
