"Y","X","numRealSurveysInCell"
410,339,1
410,347,1
412,342,1
412,354,1
413,325,1
414,331,1
417,346,1
417,354,1
418,322,1
419,351,1
421,355,1
421,364,1
422,334,1
423,377,1
425,345,1
427,270,1
427,328,1
428,347,1
429,358,1
430,274,1
430,362,1
431,332,1
431,391,1
432,307,1
432,347,1
433,367,1
434,354,1
436,361,1
439,352,1
440,270,1
441,299,1
441,342,1
441,372,1
442,348,1
444,328,1
445,277,1
446,336,1
446,371,1
447,330,1
449,333,1
449,344,1
450,281,1
451,269,1
451,384,1
453,348,1
454,280,1
454,358,1
454,372,1
457,385,1
461,346,1
461,351,1
462,390,1
463,380,1
465,380,1
465,385,1
467,376,1
467,380,1
471,388,1
474,328,1
475,321,1
475,352,1
475,392,1
476,339,1
477,315,1
477,392,1
479,392,1
482,350,1
485,296,1
485,326,1
486,355,1
487,342,1
489,365,1
490,321,1
491,361,1
494,337,1
495,306,1
498,312,1
500,306,1
501,307,1
503,302,1
505,294,1
505,300,1
