"Y","X","numRealSurveysInCell"
278,387,1
279,374,1
280,392,1
292,272,1
292,276,1
293,279,1
297,268,1
297,271,1
303,385,1
304,266,1
305,380,1
307,390,1
308,376,1
311,387,1
316,379,1
318,374,1
320,390,1
323,345,1
323,375,1
325,338,1
325,365,1
325,370,1
326,309,1
326,355,1
330,356,1
333,325,1
335,316,1
336,324,1
337,330,1
337,362,1
337,385,1
339,356,1
341,391,1
344,350,1
345,342,1
349,355,1
350,345,1
350,349,1
357,349,1
362,321,1
365,349,1
373,349,1
380,374,1
386,321,1
388,370,1
393,367,1
394,374,1
397,267,1
397,282,1
398,270,1
398,337,1
398,363,1
399,319,1
400,371,1
401,349,1
402,357,1
403,267,1
404,341,1
406,282,1
406,336,1
408,373,1
