"Y","X","numRealSurveysInCell"
136,168,1
136,179,1
142,159,1
144,198,1
146,158,1
147,209,1
150,157,1
157,158,1
159,249,1
162,257,1
163,160,1
172,177,1
174,157,1
176,169,1
177,163,1
177,177,1
181,221,1
186,210,1
194,220,1
197,203,1
205,194,1
206,187,1
206,218,1
210,181,1
210,215,1
210,230,1
213,165,1
213,212,1
214,173,1
216,166,1
216,198,1
217,158,1
217,161,1
217,174,1
217,178,1
226,202,1
238,236,1
241,231,1
242,238,1
243,236,1
244,235,1
244,237,1
245,233,1
247,233,1
249,233,1
253,234,1
260,235,1
