"Y","X","numRealSurveysInCell"
412,298,1
412,348,1
412,363,1
415,290,1
418,345,1
420,322,1
420,340,1
420,359,1
421,299,1
421,334,1
421,357,1
421,366,1
421,381,1
422,268,1
422,327,1
424,293,1
424,304,1
426,290,1
426,325,1
426,342,1
426,371,1
427,351,1
428,274,1
428,335,1
431,384,1
431,392,1
432,329,1
433,346,1
433,367,1
434,350,1
434,372,1
435,324,1
436,361,1
437,361,1
438,273,1
438,366,1
438,384,1
439,372,1
441,357,1
441,390,1
442,384,1
443,364,1
443,373,1
445,265,1
446,359,1
447,279,1
448,370,1
449,384,1
450,269,1
450,356,1
453,281,1
453,361,1
453,364,1
454,368,1
455,290,1
456,355,1
456,386,1
458,340,1
458,374,1
460,298,1
462,345,1
467,331,1
467,339,1
468,386,1
472,351,1
473,339,1
474,391,1
475,321,1
476,331,1
476,332,1
476,346,1
478,314,1
480,332,1
481,295,1
481,346,1
482,266,1
482,302,1
483,389,1
484,279,1
485,349,1
486,321,1
486,354,1
487,325,1
492,292,1
493,300,1
495,308,1
496,318,1
496,349,1
499,315,1
500,350,1
502,298,1
526,272,1
530,275,1
535,262,1
543,279,1
544,269,1
