"Y","X","numRealSurveysInCell"
410,267,1
410,363,1
414,355,1
415,362,1
415,375,1
416,291,1
416,311,1
417,357,1
418,353,1
420,299,1
421,382,1
421,387,1
423,360,1
424,293,1
424,301,1
424,392,1
427,378,1
428,352,1
429,357,1
429,386,1
432,350,1
432,376,1
433,345,1
433,357,1
434,354,1
435,348,1
435,380,1
437,361,1
437,365,1
437,375,1
437,390,1
439,321,1
439,358,1
439,373,1
439,376,1
440,368,1
441,344,1
443,387,1
444,337,1
444,351,1
444,360,1
445,329,1
448,369,1
449,373,1
449,384,1
450,360,1
452,363,1
453,338,1
454,371,1
456,349,1
456,362,1
456,386,1
458,376,1
460,369,1
461,381,1
462,350,1
462,386,1
462,391,1
464,382,1
467,348,1
473,349,1
477,365,1
477,391,1
478,352,1
478,360,1
481,363,1
484,350,1
484,358,1
486,355,1
490,357,1
509,262,1
513,263,1
519,264,1
520,286,1
525,264,1
526,276,1
530,263,1
533,274,1
