"Y","X","numRealSurveysInCell"
293,220,1
294,224,1
295,227,1
296,221,1
296,223,1
296,226,1
297,225,1
297,227,1
297,230,1
300,223,1
301,218,1
303,232,1
304,213,1
304,256,1
304,258,1
306,236,1
307,244,1
310,239,1
310,259,1
311,215,1
312,212,1
312,254,1
316,253,1
318,212,1
322,252,1
324,246,1
326,216,1
326,233,1
327,251,1
328,256,1
330,230,1
330,260,1
332,225,1
332,233,1
334,224,1
335,219,1
337,223,1
339,213,1
345,211,1
349,193,1
355,209,1
357,205,1
357,237,1
365,177,1
365,242,1
374,170,1
376,245,1
381,133,1
382,162,1
382,244,1
383,256,1
385,155,1
385,156,1
387,133,1
387,155,1
389,136,1
389,244,1
395,139,1
395,143,1
395,148,1
396,157,1
397,139,1
397,254,1
398,142,1
398,162,1
398,248,1
