"Y","X","numRealSurveysInCell"
412,400,1
412,471,1
414,411,1
415,454,1
415,470,1
418,432,1
418,444,1
419,472,1
420,401,1
422,451,1
424,459,1
425,433,1
427,410,1
427,462,1
429,476,1
430,470,1
430,484,1
431,467,1
431,489,1
432,414,1
433,495,1
436,502,1
439,496,1
440,420,1
441,503,1
441,504,1
441,521,1
442,473,1
442,515,1
443,421,1
443,460,1
445,428,1
445,464,1
445,497,1
445,505,1
446,477,1
446,500,1
447,430,1
451,480,1
451,506,1
452,471,1
453,472,1
455,483,1
456,426,1
456,468,1
456,473,1
457,482,1
458,511,1
459,477,1
461,466,1
461,467,1
462,516,1
463,503,1
466,478,1
466,518,1
467,522,1
470,516,1
472,478,1
476,402,1
477,408,1
