"Y","X","numRealSurveysInCell"
410,267,1
414,293,1
416,355,1
416,390,1
418,387,1
419,262,1
420,362,1
421,377,1
422,269,1
422,297,1
422,310,1
422,367,1
423,354,1
423,381,1
423,391,1
424,391,1
425,304,1
426,372,1
429,296,1
429,307,1
429,352,1
430,379,1
434,273,1
434,372,1
437,375,1
437,384,1
440,347,1
441,358,1
441,390,1
442,367,1
442,368,5
442,371,1
442,384,1
444,360,1
444,371,1
445,277,1
447,377,1
447,392,1
448,354,1
448,369,1
448,374,1
448,375,1
449,380,1
450,369,1
452,355,1
452,372,1
452,392,1
453,283,1
456,347,1
457,369,1
458,348,1
459,385,1
462,381,1
463,349,1
467,346,1
468,386,1
471,385,1
472,348,1
477,353,1
479,391,1
483,348,1
484,347,1
484,351,1
