"Y","X","numRealSurveysInCell"
289,259,1
300,261,1
304,234,1
306,251,1
307,244,1
308,212,1
310,238,1
311,255,1
316,248,1
317,199,1
317,206,1
319,192,1
321,214,1
322,242,1
323,202,1
327,208,1
328,235,1
329,225,1
333,180,1
336,219,1
339,190,1
342,212,1
343,222,1
346,197,1
348,227,1
350,191,1
351,212,1
352,201,1
360,209,1
369,246,1
376,222,1
378,252,1
379,181,1
383,191,1
385,174,1
385,225,1
386,257,1
391,164,1
392,236,1
393,244,1
395,147,1
395,194,1
396,225,1
398,162,1
398,200,1
400,169,1
400,258,1
401,250,1
404,221,1
408,176,1
409,240,1
