"Y","X","numRealSurveysInCell"
411,414,1
418,431,1
419,401,1
419,406,1
424,401,1
425,406,1
426,398,1
426,415,1
426,506,1
428,501,1
428,512,1
430,411,1
431,504,1
432,495,1
433,416,1
433,509,1
433,512,1
435,503,1
436,522,1
437,516,1
438,416,1
439,505,1
441,503,1
442,462,2
443,472,1
445,452,1
445,511,1
446,500,1
447,496,1
449,468,1
449,471,1
450,396,1
451,474,1
451,480,1
452,493,1
452,510,1
456,473,1
456,484,1
457,490,1
458,496,1
458,509,1
460,500,1
462,488,1
463,479,1
466,475,1
467,478,1
467,479,1
468,473,1
475,393,1
475,474,1
475,476,1
