"Y","X","numRealSurveysInCell"
291,225,1
294,227,1
295,221,1
295,222,1
295,224,1
298,224,1
298,228,1
300,219,1
304,233,1
305,258,1
306,251,1
308,237,1
310,215,1
311,255,1
315,211,1
316,201,1
316,208,1
318,215,1
323,215,1
326,233,1
330,214,1
330,235,1
332,213,1
332,226,1
333,202,1
334,207,1
334,219,1
337,223,1
338,197,1
342,203,1
343,197,1
343,213,1
343,221,1
371,200,1
371,246,1
372,220,1
372,229,1
376,237,1
379,243,1
382,139,1
384,133,1
386,191,1
386,244,1
387,150,1
388,226,1
391,227,1
393,234,1
394,139,1
395,147,1
395,154,1
395,246,1
398,253,1
399,167,1
399,224,1
402,199,1
405,214,1
406,175,1
406,220,1
