"Y","X","numRealSurveysInCell"
275,531,1
278,546,1
279,529,1
284,549,1
291,527,1
295,531,1
295,538,1
295,547,1
296,544,1
322,536,1
326,527,1
329,582,1
330,534,1
336,575,1
342,570,1
346,531,1
347,564,1
347,628,2
349,569,1
349,624,3
352,566,1
352,568,1
352,624,1
352,626,1
353,625,2
354,622,1
354,625,1
354,628,1
356,564,1
357,565,1
357,624,1
358,624,1
359,561,1
359,567,1
359,624,1
361,570,1
364,564,1
365,572,1
368,524,1
369,566,1
386,573,1
389,571,1
391,567,1
392,564,1
393,567,1
395,567,1
395,571,1
397,572,1
399,565,1
401,549,1
403,563,1
405,547,1
405,554,1
405,558,1
405,566,1
407,562,1
407,577,1
408,570,1
409,536,1
