"Y","X","numRealSurveysInCell"
68,251,1
69,260,1
70,252,1
70,253,1
70,255,1
71,260,1
72,253,1
73,238,2
74,202,1
76,240,1
78,203,1
80,160,1
82,160,1
82,204,1
85,206,1
86,177,1
86,212,1
87,169,1
87,175,1
87,208,1
88,204,1
88,216,2
89,167,1
90,179,1
90,180,1
91,168,1
92,176,1
92,178,1
92,193,1
93,169,1
93,180,1
94,193,1
94,206,1
95,190,1
96,183,1
97,209,1
98,171,1
98,175,1
98,182,1
99,181,1
99,203,1
99,208,2
100,168,1
101,205,1
102,168,1
104,206,1
108,213,1
109,214,1
125,177,1
126,176,1
129,183,1
130,180,1
134,169,1
135,174,1
