"Y","X","numRealSurveysInCell"
276,460,1
276,489,1
278,441,1
278,468,1
279,396,1
281,434,1
281,447,1
282,506,1
284,449,1
285,461,1
285,493,1
287,469,1
287,488,1
291,433,1
291,478,1
292,489,1
296,451,1
297,506,1
298,445,1
298,521,1
300,433,1
300,495,1
300,514,1
301,426,1
302,416,1
302,494,1
304,417,1
304,434,1
305,413,1
305,487,1
306,501,1
310,509,1
310,512,1
315,508,1
317,472,1
317,482,1
318,517,1
324,473,1
325,511,1
329,519,1
330,503,1
333,518,1
334,504,1
339,500,1
346,523,1
352,494,1
354,483,1
358,491,1
358,499,1
362,521,1
363,505,1
364,492,1
365,393,1
367,495,1
370,450,1
371,522,1
374,502,1
374,515,1
375,400,1
375,496,1
376,463,1
376,504,1
378,478,1
380,438,1
380,510,1
383,421,1
384,468,1
385,410,1
388,426,1
392,399,1
394,423,1
394,475,1
400,398,1
400,427,1
400,474,1
402,474,1
407,417,1
407,439,1
407,463,1
408,400,1
408,430,1
