"Y","X","numRealSurveysInCell"
273,481,1
273,489,1
275,397,1
276,469,1
278,463,1
280,458,1
281,446,1
281,489,1
283,434,1
284,428,1
284,479,1
285,455,1
285,463,1
286,474,1
288,485,1
289,430,1
289,500,1
290,492,1
293,428,1
296,438,1
296,451,1
296,471,1
296,479,1
298,445,1
301,425,1
302,482,1
303,419,1
303,493,1
303,499,1
307,434,1
307,487,1
309,421,1
309,480,1
311,414,1
311,495,1
315,487,1
319,414,1
353,493,1
353,501,1
354,480,1
354,508,1
356,487,1
356,489,1
356,515,1
356,516,1
359,510,1
360,493,1
362,517,1
364,489,1
364,496,1
365,498,1
367,496,1
367,507,1
369,489,1
371,502,1
375,400,1
380,396,1
386,414,1
386,429,1
389,400,1
389,421,1
392,420,1
393,444,1
395,426,1
396,432,1
397,441,1
398,397,1
399,424,1
401,438,1
401,445,1
405,399,1
405,419,1
407,438,1
407,448,1
408,401,1
409,430,1
